Date,Open,High,Low,Close,Adj Close,Volume
2019-10-09,10742.099609,11050.000000,10650.000000,10998.599609,10452.670898,8536
2019-10-10,10990.000000,11056.549805,10781.599609,10999.349609,10453.383789,20392
2019-10-11,11000.049805,11011.000000,10915.200195,10989.250000,10443.785156,4587
2019-10-14,11047.950195,11056.549805,10916.549805,10999.599609,10453.621094,17369
2019-10-15,11000.000000,11025.000000,10765.000000,10917.900391,10375.977539,12639
2019-10-16,10949.900391,10998.799805,10868.349609,10949.349609,10405.864258,2736
2019-10-17,10930.049805,11000.000000,10874.950195,10984.049805,10438.840820,9449
2019-10-18,10986.000000,10998.799805,10680.000000,10704.500000,10173.169922,7557
2019-10-22,10699.950195,11000.000000,10350.000000,10699.849609,10168.750000,25468
2019-10-23,10775.000000,10974.000000,10699.849609,10914.250000,10372.508789,15502
2019-10-24,10969.799805,11200.000000,10925.349609,11112.049805,10560.489258,15109
2019-10-25,11200.000000,11494.000000,11126.000000,11407.250000,10841.038086,15152
2019-10-27,11490.000000,11950.000000,11489.849609,11897.349609,11306.811523,7035
2019-10-29,11782.000000,12173.750000,11782.000000,11876.599609,11287.089844,10012
2019-10-30,11900.000000,12051.450195,11900.000000,11922.500000,11330.711914,22409
2019-10-31,11990.000000,12051.450195,11630.000000,11774.400391,11189.964844,6918
2019-11-01,11750.000000,11885.049805,11597.000000,11620.150391,11043.371094,8388
2019-11-04,11770.000000,12400.000000,11770.000000,11987.250000,11392.250000,12263
2019-11-05,12088.000000,12088.000000,11705.000000,11786.549805,11201.510742,5344
2019-11-06,11870.000000,12000.099609,11450.000000,11480.450195,10910.604492,11369
2019-11-07,11515.000000,11760.000000,11510.000000,11695.250000,11114.743164,5421
2019-11-08,11700.000000,11711.000000,11400.000000,11502.950195,10931.987305,5622
2019-11-11,11500.000000,11775.000000,11350.000000,11698.849609,11118.164063,11988
2019-11-13,11868.950195,12043.950195,11702.000000,11794.599609,11209.161133,12778
2019-11-14,11899.000000,12293.099609,11899.000000,12043.250000,11445.469727,32851
2019-11-15,12099.000000,12450.000000,12078.049805,12365.000000,11751.249023,13691
2019-11-18,12450.099609,13050.000000,12401.000000,12815.400391,12179.293945,22583
2019-11-19,12876.000000,12899.950195,12650.000000,12785.150391,12150.542969,6314
2019-11-20,12898.000000,12898.000000,12490.700195,12578.950195,11954.578125,8890
2019-11-21,12635.000000,12749.950195,12351.599609,12392.299805,11777.193359,7168
2019-11-22,12460.000000,12619.000000,12270.049805,12573.400391,11949.305664,7693
2019-11-25,12670.000000,12807.950195,12614.000000,12696.849609,12066.626953,7765
2019-11-26,12740.000000,12843.750000,12500.000000,12592.900391,11967.836914,7848
2019-11-27,12645.000000,12800.000000,12507.000000,12557.150391,11933.860352,7412
2019-11-28,12549.950195,12805.000000,12501.000000,12743.099609,12110.581055,7661
2019-11-29,12750.000000,12792.000000,12510.000000,12578.400391,11954.056641,5272
2019-12-02,12678.400391,12880.000000,12578.400391,12621.250000,11994.777344,7348
2019-12-03,12621.200195,12825.000000,12621.200195,12780.849609,12146.458008,4249
2019-12-04,12820.000000,12820.000000,12655.150391,12798.700195,12163.419922,12376
2019-12-05,12790.000000,12810.000000,12701.000000,12772.450195,12138.474609,2834
2019-12-06,12819.950195,12819.950195,12740.950195,12801.299805,12165.892578,6407
2019-12-09,12801.000000,12850.000000,12701.099609,12763.049805,12129.540039,11885
2019-12-10,12763.049805,12994.000000,12351.049805,12508.049805,11887.197266,7819
2019-12-11,12500.000000,12615.049805,12329.250000,12554.400391,11931.247070,10195
2019-12-12,12561.099609,12910.049805,12561.099609,12804.849609,12169.265625,8498
2019-12-13,12884.950195,13038.849609,12800.750000,12982.150391,12337.764648,5293
2019-12-16,12982.150391,13444.000000,12982.150391,13300.900391,12640.694336,17104
2019-12-17,13300.000000,13470.049805,13210.049805,13381.799805,12717.578125,10167
2019-12-18,13370.000000,13410.000000,13115.250000,13190.900391,12536.154297,5450
2019-12-19,13170.000000,13300.000000,13120.000000,13240.150391,12582.960938,3442
2019-12-20,13238.099609,13300.000000,12800.000000,12984.650391,12340.142578,4712
2019-12-23,13000.000000,13208.049805,12859.950195,13188.750000,12534.109375,5564
2019-12-24,13230.099609,13230.099609,12950.000000,13016.049805,12369.983398,4864
